tweet,label
#IndiaFightsCorona: 1098621 tests were conducted in the last 24 hours testifying the enlarged testing capacity in the country. Details : https://t.co/CZlYzlShnr #StaySafe #IndiaWillWin https://t.co/31mYyocg0o,real
Could Miley Cyrus' vagina Hold Clue To Vaccine? https://t.co/4jQ2DCTDUG,fake
Across five states this week we commenced the assessment of Public Health Emergency Operations Centres (PHEOC) for optimisation. We remain committed towards strengthening sub-national health security as well as capacity to manage disease outbreaks. https://t.co/R5N1MHNUng,real
Actress Angel Locsin tested positive for COVID-19 in a second test.,fake
As of today there are four states in India namely #Manipur #Nagaland #Sikkim &amp; #Mizoram which had zero #COVID19 case #fatalityrate. #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/DPnk3RNv1i,real
RT @PIBMumbai: “Those who recover from infection also should follow #COVID19 appropriate behaviours” Results of country-level sero-survey…,real
The daily press briefing by @PTFCOVID19 is ongoing. PTF Coordinator Boss Mustapha announced a new 300 bed isolation facility in Abuja driven by the private sector. Tune to @NTANewsNow for latest updates on #COVID19Nigeria. Livestream https://t.co/AsBUTswloe https://t.co/6EN2HMz09a,real
#COVID19 has strengthened pharma's negotiating hand. https://t.co/0nOjbqZHbV https://t.co/qcEFasXG2G,real
As per @MoHFW_INDIA's #COVID19 Clinical Management Protocol fatigue &amp; Myalgia (muscle pain) has been reported as a symptom of #COVID: https://t.co/HtiPH32yBo #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic https://t.co/Ih0W4v7ce6,real
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @CovidIndiaSeva @COVIDNewsByMIB @DDNewslive @airnewsalerts #IndiaFightsCorona as Recovery Rate races beyond 72%. Total recoveries are soon to cross 2 million.,real
"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",fake
COVID-19 update​ ​ There are two new cases of COVID-19 to report in managed isolation facilities in New Zealand today.​ ​ It has been 94 days since the last case of COVID-19 was acquired locally from an unknown source.​ The total number of active cases in NZ is 27.,real
NEWS! Coronavirus crisis in Italy leads Donald Trump to close all US Pizzerias https://t.co/5WFtdhuYbG https://t.co/gmbdaSv5B7,fake
1651 deaths were reported bringing the total in our dataset to 60710. This does not include 5126 probable COVID-19 deaths reported by NYC but not by New York State. We're working on separate accounting of lab-confirmed and probable deaths for all states where we can do so. https://t.co/J7rBzYS4RZ,real
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 80.86% as on September 22 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/CZUekXxZEu,real
Hotels to remain closed in India till 15 October 2020.,fake
Wearing a cloth face covering CORRECTLY can help prevent the spread of #COVID19 to others. When you go out on essential trips follow these “do’s”. If you have a child remember those under age 2 should not wear a face covering. See https://t.co/lxWMe4NUBD. https://t.co/gL8MKYCbM9,real
“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100000. We're at 29.”,fake
9 states reported over 50 deaths: California: 98 Florida: 74 Illinois: 102 Indiana: 54 Massachusetts: 130 Michigan: 154 New Jersey: 204 New York: 299 Pennsylvania: 64,real
Video shows a family that died from novel coronavirus.,fake
Latest recommendations for the use of remdesivir and dexamethasone in coronavirus. https://t.co/ztqNSXeqbk https://t.co/v0kZN4N14B,real
MA's case is instructive on why this is important. MA reported a cumulative 92 cases Tuesday. Wednesday's total went up only to 95. Is that because they didn't test many people (bad) or they tested a lot and only got three positives (good)?,real
Our daily update is now published. States reported ~586k tests completed. For details see: https://t.co/PZrmH4bl5Y https://t.co/eu2z939NId,real
#IndiaFightsCorona Health ministry issues Revised SOP on preventive measures to be followed while conducting examinations to contain the spread of #COVID19. https://t.co/7SXmJn5Ofb https://t.co/TBPYuAkVQL,real
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 52934433 samples tested upto September 9 2020 1129756 sample tested on September 9 2020 #StaySafe #IndiaWillWin https://t.co/iF5PcoXD5l,real
Don't worry #India . #CurfewInIndia is only for your own good. We will come out #StrongerTogether after #CoronavirusLockdown . #StayAtHomeSaveLives . https://t.co/C1TxFZ9drb,fake
RT @Mumbaiyb: Navi Mumbai's Smt Purnima Pandeyji Secured Self and Family increasing #Immunity During this period of Corona by Regular Use o…,fake
#IndiaFightsCorona The progressively increasing daily new recoveries are due to a focused attention on surveillance containment and effective clinical management. India created a network of Covid Dedicated Hospitals to manage the cases. https://t.co/s2g1zBJaLA,real
One person remains in Auckland City Hospital in a stable condition on a ward.​ ​ One significant cluster remains open.​ ​ Our total number of confirmed cases of COVID-19 is now 1180 which is the number we report to the World Health Organization.,real
#IndiaFightsCorona Early identification through aggressive TESTING comprehensive surveillance &amp; contact TRACING and focus on timely and efficient clinical TREATMENT of patients have ensured high number of speedy recoveries. This has also kept the Case Fatality Rate low. https://t.co/gNruO7ZtZ9,real
Italian doctor couple diagnosed with coronavirus.,fake
Singapore Airlines Haults All Flights Due To Coronavirus Outbreak https://t.co/ANHxHm1DPK,fake
States reported almost 24k new cases. The 7-day average has now risen for 8 days in a row. The regional dynamics are driving the trend. https://t.co/baEFoszStZ,real
A #coronavirus testing centre in Kent has been shut - reportedly to make way for a lorry park in the run up to the next big Brexit deadline https://t.co/wnADxwP1oc,real
Reopening schools has caused a flareup of contaminations in France.,fake
First coronavirus reinfection reported in the US. Though experts say it’s likely rare this indicates that initial exposure may not always result in full immunity. https://t.co/5lVaUYITfV,real
Spain Cancels All Bullfights – Matadors Are Demanding a Bailout https://t.co/exfL9bBHTK #donaldtrump #coronavirus #bailout #spain,fake
"The Business brothers of Kolar sold land for ₹25lak to feed Poor's during this COVID 19 Crisis but Elected Representatives/MP/MLA/MLCs..Simply ""Our Servants"" (because we may 1.5lac/m to them thru tax) not Spent their Hard money ?! @PMOIndia @NITIAayog Bring Ordinance ...2 https://t.co/f9hTp1k8GW",fake
A worker at the Prince hotel in Mehdipatnam (Hyderbad India) has tested positive for coronavirus.,fake
Quotes Sen. Lindsey Graham as saying President Trump ???probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.??�,fake
Gun-toting Michiganders Burn Witch As They Protest State's Coronavirus Lockdown https://t.co/5VFUk6vrkY,fake
RT @drharshvardhan: In a suo-moto statement in #LokSabha on #COVID19 containment I said @MoHFW_INDIA is constantly reviewing the evolving…,real
RT @PIB_India: ▪️ India sets a new record- highest single day recoveries of 57584 nearly 9 lakh tests conducted in one day ▪️ The active…,real
AIIMS is going to start a post-coronavirus recovery clinic for #COVID__19 cases to evaluate the residual effects of #novel #coronavirus on #COVID cases post their recovery. #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #coronavirus #CoronavirusIndia #CoronavirusPandemic,real
RT @MoHFW_INDIA: #IndiaFightsCorona India registers a Record of Highest Single day recoveries. More than 1 lakh patients recovered in th…,real
Industrial bleach being sold on Amazon as 'miracle mineral solution' of COVID-19 https://t.co/nzXu28jdNj @wionews,fake
RT @PIB_India: .@MoHFW_INDIA issues SOP for partial reopening of schools for students of 9th to 12th classes on a voluntary basis for taki…,real
There is no one in New Zealand receiving hospital-level care for COVID-19.​ The total number of confirmed cases of COVID-19 remains at 1206 which is the number we report to the World Health Organization.,real
Two people are now considered to have recovered from COVID-19 which means there are 22 active cases of COVID-19 in New Zealand all in managed isolation or quarantine.,real
Two notes in the numbers today: Washington State revealed they had been counting antibody tests in its numbers so their total number of tests will drop. Yesterday we accidentally counted Mississippi's antibody tests in its total. We're correcting the data today.,real
Drinking ???water a lot and gargling with warm water & salt or vinegar eliminates??� the coronavirus.,fake
“Scientists across the world are working hard to find new therapeutics for #COVID19. We are aware of the new research on Dexamethsaone &amp; will evaluate emerging data on its use to inform our strategy on clinical management of #COVID19 cases” ~ @Chikwe_I on @cnbcafrica https://t.co/KVcKE20jKK,real
“According to the CDC so far this year Florida has had 1762 deaths from COVID-19 and 5185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”,fake
This morning WHO Director-General Dr Tedros has emphasised that while a number of vaccines are in clinical trials there is currently no silver bullet for COVID-19.,real
This is the regional picture for hospitalizations. The South is approaching the Northeast’s peak number of 35001 on April 14. And just a note: We’re still seeing some erratic hospitalization numbers for some states. https://t.co/RfetMavs0n,real
If you have a fever cough or certain other symptoms you might have #COVID19. Most people have mild illness and are able to recover at home. If you think you may have been exposed to COVID-19 contact your healthcare provider. Learn more: https://t.co/Dpn350BZrz. https://t.co/ljWjxkp2MU,real
Be ready for this wave because it will arrive. A doctor from Spain has warned the UK public to wear masks as he says a second wave of #COVID19 is on its way. To read more click here: https://t.co/n8oOr2o8eP https://t.co/a1ti3TXeLb,real
